Title,ID,"Publication Type","Publication Type ID","This character","This character ID",Entity,"Entity ID",Technology,"Technology ID",Verb,"Verb ID"
"The Addams Family (Needlervision)",767,"Narrative, Movie","20001, 2000130","Inhabitants of Assimilation City",771,,,,,"Unaware, Viewed","2000639, 2000779"
"Death Stranding (Odradek scanner)",763,Game,20003,,,,,"Augmented reality, Non-Visible Spectrum, Object recognition","200074, 2000207, 200015","Revealing, Detecting, Alerting, Analysing","2000368, 2000941, 2000943, 2000364"
"Death Stranding (Odradek scanner)",763,Game,20003,"Sam Bridges",751,,,,,"Transporting, Avoiding, Alerted, Hunted","2000942, 2000405, 20001119, 2000416"
"Death Stranding (Odradek scanner)",763,Game,20003,BTs,764,,,,,"Revealed, Hunting","2000705, 2000712"
"Death Stranding (Holograms)",762,Game,20003,,,,,"Augmented reality, Holograms","200074, 20001339","Generating, Transmitting, Communicating","2000666, 2000594, 2000514"
"Death Stranding (Holograms)",762,Game,20003,"Sam Bridges",751,,,,,"Communicating, Inspecting","2000514, 20001237"
"Facial Recognition (plastic surgery)",761,"Narrative, Short story","20001, 2000134",,,,,"Facial recognition",20007,Evaded,2000932
"Facial Recognition (plastic surgery)",761,"Narrative, Short story","20001, 2000134","Plastic surgeons",784,,,,,Benefitting,2000487
"Facial Recognition (plastic surgery)",761,"Narrative, Short story","20001, 2000134",,,"Humans in general",2000356,,,"Evading, Deceiving, Morphing","2000438, 2000481, 2000693"
"Hacker (Controlling drone)",754,Game,20003,,,,,"Camera, Non-Visible Spectrum, UGV","2000206, 2000207, 2000947",Streaming,2000904
"Hacker (Controlling drone)",754,Game,20003,,,User,2000381,,,"Negotiating, Subverting, Saving","2000905, 2000598, 2000552"
"Hacker (Controlling drone)",754,Game,20003,,,Corporation,2000332,,,Hacked,2000407
"Astral Chain (IRIS tool)",746,Game,20003,,,,,"Augmented reality",200074,"Revealing, Reconstructing, Analysing, Identifying, Classifying","2000368, 20001285, 2000364, 2000354, 2000759"
"Astral Chain (IRIS tool)",746,Game,20003,,,,,"Surveillance cameras",200080,Reconstructing,20001285
"Astral Chain (IRIS tool)",746,Game,20003,"Mr./Ms. Howard",748,,,,,"Investigating, Evaluating","2000366, 2000379"
"Astral Chain (IRIS tool)",746,Game,20003,,,,,"Facial recognition",20007,"Analysing, Identifying, Classifying","2000364, 2000354, 2000759"
"Astral Chain (IRIS tool)",746,Game,20003,,,"Humans in general",2000356,,,"Identified, Analysed, Classified","2000500, 2000880, 20001293"
"Come Out To LA (Robinator scans Tom)",744,"Narrative, Music video","20001, 2000316",Tom,787,,,,,"Scanned, Choked, Scared, Assesed, Identified, Classified","2000658, 2000875, 2000417, 2000876, 2000500, 20001293"
"Come Out To LA (Robinator scans Tom)",744,"Narrative, Music video","20001, 2000316",,,,,"Augmented reality, Facial recognition","200074, 20007","Scanning, Determining, Processing, Assessing, Analysing, Identifying, Classifying","2000377, 2000872, 2000795, 2000710, 2000364, 2000354, 2000759"
"Come Out To LA (Robinator scans Tom)",744,"Narrative, Music video","20001, 2000316",Robinator,786,,,,,"Flawed, Choking, Scaring, Malfunctioning","2000627, 2000873, 2000413, 2000384"
"Terminator 2 (Rebooting the Terminator)",739,"Narrative, Movie","20001, 2000130","Terminator T-800 ""Model 101""",730,,,,,"Rebooted, Modified","2000805, 2000806"
"Terminator 2 (Rebooting the Terminator)",739,"Narrative, Movie","20001, 2000130",,,,,"Augmented reality",200074,"Diagnosing, Checking, Assisted","2000517, 2000493, 2000807"
"Terminator 2 (Rebooting the Terminator)",739,"Narrative, Movie","20001, 2000130","John Connor",732,,,,,"Rescuing, Modifying, Trusting, Helping","2000551, 2000808, 2000595, 2000372"
"Terminator 2 (Rebooting the Terminator)",739,"Narrative, Movie","20001, 2000130","Sarah Connor",735,,,,,"Attempting, Distrusting","2000809, 2000810"
"Terminator 2 (Identifies John)",738,"Narrative, Movie","20001, 2000130",,,,,"Augmented reality, Biometrics, Facial recognition","200074, 20009, 20007","Identifying, Scanning, Matching, Zooming","2000354, 2000377, 2000599, 2000363"
"Terminator 2 (Identifies John)",738,"Narrative, Movie","20001, 2000130","John Connor",732,,,,,"Chased, Identified, Scanned","2000801, 2000500, 2000658"
"Terminator 2 (Identifies John)",738,"Narrative, Movie","20001, 2000130","Terminator T-800 ""Model 101""",730,,,,,"Driving, Searching, Finding","2000804, 2000615, 2000584"
"The Terminator (Kyle and Sarah flees from Terminator)",736,"Narrative, Movie","20001, 2000130",,,,,"Augmented reality, Motion tracking","200074, 2000180","Targeting, Locating, Tracking","2000617, 2000343, 2000498"
"The Terminator (Kyle and Sarah flees from Terminator)",736,"Narrative, Movie","20001, 2000130","Terminator T-800 ""Model 101""",730,,,,,"Hunting, Chasing, Running, Aiming","2000712, 2000616, 2000683, 2000676"
"The Terminator (Kyle and Sarah flees from Terminator)",736,"Narrative, Movie","20001, 2000130","Kyle Reese",734,,,,,"Rescuing, Defending, Shooting, Protecting, Aware","2000551, 2000410, 2000800, 2000411, 2000653"
"The Terminator (Kyle and Sarah flees from Terminator)",736,"Narrative, Movie","20001, 2000130","Sarah Connor",735,,,,,"Scared, Chased, Attacked, Rescued","2000417, 2000801, 2000802, 2000803"
"Terminator 2 (Terminator learns to smile)",733,"Narrative, Movie","20001, 2000130","John Connor",732,,,,,"Informing, Directing, Educating","2000456, 2000793, 2000794"
"Terminator 2 (Terminator learns to smile)",733,"Narrative, Movie","20001, 2000130",,,,,"Augmented reality, Emotion recognition","200074, 200091","Scanning, Processing, Isolating, Analysing","2000377, 2000795, 2000796, 2000364"
"Terminator 2 (Terminator learns to smile)",733,"Narrative, Movie","20001, 2000130","Terminator T-800 ""Model 101""",730,,,,,"Smiling, Trying, Simulating","2000745, 2000797, 2000798"
"Terminator 2 (Terminator learns to smile)",733,"Narrative, Movie","20001, 2000130",,,,,,,"Smiling, Unaware, Scanned, Analysed","2000745, 2000639, 2000658, 2000880"
"Terminator 2 (Terminator scans bikers)",731,"Narrative, Movie","20001, 2000130","Terminator T-800 ""Model 101""",730,,,,,"Acquiring, Fighting, Stabbing","2000787, 2000386, 2000788"
"Terminator 2 (Terminator scans bikers)",731,"Narrative, Movie","20001, 2000130",,,,,"Augmented reality, Object recognition","200074, 200015","Matching, Rating, Scanning, Analysing, Classifying","2000599, 2000789, 2000377, 2000364, 2000759"
"Terminator 2 (Terminator scans bikers)",731,"Narrative, Movie","20001, 2000130","Bikers (Terminator 2)",772,,,,,"Fighting, Mocking, Scanned, Robbed, Classified","2000386, 2000790, 2000658, 2000791, 20001293"
"Dissonant Imagery (brain images)",727,"Art, Performance art","20002, 2000140",,,Creator,2000334,,,"Performing, Choosing, Scanned","2000870, 20001011, 2000658"
"Dissonant Imagery (brain images)",727,"Art, Performance art","20002, 2000140",,,,,"Body scans",200090,"Scanning, Sensing, Revealing","2000377, 2000917, 2000368"
"Dissonant Imagery (brain images)",727,"Art, Performance art","20002, 2000140",,,,,"Image generation, Machine learning","200073, 200012","Trained, Visualising, Generating, Morphing","20001391, 20001273, 2000666, 2000693"
"AI Generated Nude Portraits (GAN creating portraits)",725,"Art, Photograph/print/painting","20002, 2000157",,,,,"Machine learning",200012,"Shaping, Generating, Collaborating, Analysing, Trained, Co-creating","2000770, 2000666, 2000771, 2000364, 20001391, 20001013"
"AI Generated Nude Portraits (GAN creating portraits)",725,"Art, Photograph/print/painting","20002, 2000157",,,Image,2000335,,,"Generated, Representing, Failing","2000894, 20001333, 2000499"
"AI Generated Nude Portraits (GAN creating portraits)",725,"Art, Photograph/print/painting","20002, 2000157",,,Creator,2000334,,,"Feeding, Collecting, Collaborating, Inspiring, Curating, Selecting, Training","2000768, 2000728, 2000771, 2000654, 2000760, 2000571, 2000920"
"Tom Clancy's Ghost Recon Wildlands (Drone vision)",724,Game,20003,"Nomad, Holt, Midas, Weaver","720, 721, 722, 723",,,,,"Scouting, Tracking, Killing","2000597, 2000498, 2000344"
"Tom Clancy's Ghost Recon Wildlands (Drone vision)",724,Game,20003,,,,,"Facial recognition",20007,Identifying,2000354
"Tom Clancy's Ghost Recon Wildlands (Drone vision)",724,Game,20003,,,,,"Drones (UAV)",200079,"Recording, Revealing, Scouting, Tracking, Killing, Accessing","2000403, 2000368, 2000597, 2000498, 2000344, 20001003"
"B.I.T. Plane (Drone investigating)",716,"Art, Video art","20002, 2000139",,,Creator,2000334,,,"Controlling, Spying, Watching, Analysing, Investigating","2000402, 2000360, 2000350, 2000364, 2000366"
"B.I.T. Plane (Drone investigating)",716,"Art, Video art","20002, 2000139",,,,,"Drones (UAV)",200079,"Flying, Capturing, Controlled, Surveying, Transmitting","2000751, 2000572, 2000543, 20001289, 2000594"
"B.I.T. Plane (Drone investigating)",716,"Art, Video art","20002, 2000139",,,Corporation,2000332,,,"Watched, Recorded, Analysed, Surveilled, Investigated","2000355, 2000752, 2000880, 2000981, 20001200"
"Face Your Feelings (Mimicking emotions)",707,Game,20003,,,,,"Emotion recognition",200091,"Comparing, Assessing, Classifying","2000566, 2000710, 2000759"
"Face Your Feelings (Mimicking emotions)",707,Game,20003,,,User,2000381,,,"Emoting, Mimicking, Assesed, Classified","2000646, 2000471, 2000876, 20001293"
"Glad Girls (Rob using binoculars)",703,"Narrative, Music video","20001, 2000316","Glad girls (Glad Girls)",780,,,,,"Dancing, Unaware","2000600, 2000639"
"Glad Girls (Rob using binoculars)",703,"Narrative, Music video","20001, 2000316","""Rob Pollard""",779,,,,,"Looking, Singing","2000435, 2000946"
"Glad Girls (Rob using binoculars)",703,"Narrative, Music video","20001, 2000316",,,,,"Filtering, Microscope/Telescope","200013, 2000195","Filtering, Framing, Morphing, Coloring","2000692, 2000362, 2000693, 2000665"
"I'm Just Gettin' Blowed (Devin filming himself)",699,"Narrative, Music video","20001, 2000316",,,,,"Drones (UAV)",200079,"Recording, Framing","2000403, 2000362"
"I'm Just Gettin' Blowed (Devin filming himself)",699,"Narrative, Music video","20001, 2000316","""Devin the Dude""",800,,,,,"Operating, Controlling, Rapping, Expressing","2000688, 2000402, 20001149, 20001262"
"Cowboy Bebop: Jamming With Edward (Ed Hacks Satelite)",693,"Narrative, TV series or episode","20001, 2000131","Radical Ed",691,,,,,"Hacking, Communicating, Empathising, Bonding","2000409, 2000514, 2000668, 2000669"
"Cowboy Bebop: Jamming With Edward (Ed Hacks Satelite)",693,"Narrative, TV series or episode","20001, 2000131",MPU,692,,,,,"Hacked, Creating, Missing, Drawing, Replacing","2000407, 2000457, 2000670, 2000671, 2000647"
"Cowboy Bebop: Jamming With Edward (Ed Hacks Satelite)",693,"Narrative, TV series or episode","20001, 2000131",,,,,"Satellite images",200078,"Decorating, Embellishing, Replacing","2000453, 2000455, 2000647"
"Ralph Breaks the Internet (Virus in game)",689,"Narrative, Movie","20001, 2000130",,,,,"AI (General Purpose Artificial Intelligence), Object recognition","2000152, 200015","Searching, Chasing, Targeting, Locating, Threatening, Destroying","2000615, 2000616, 2000617, 2000343, 2000618, 2000619"
"Ralph Breaks the Internet (Virus in game)",689,"Narrative, Movie","20001, 2000130",Vanellope,571,,,,,"Evading, Fleeing, Scared, Resisting","2000438, 2000576, 2000417, 2000495"
"I`m Alan Partridge: Basic Alan (Alan steals cone)",688,"Narrative, TV series or episode","20001, 2000131","Alan Partridge",684,,,,,"Stealing, Sneaking","2000569, 2000611"
"I`m Alan Partridge: Basic Alan (Alan steals cone)",688,"Narrative, TV series or episode","20001, 2000131",,,,,"Surveillance cameras",200080,Recording,2000403
"I`m Alan Partridge: Basic Alan (Alan steals cone)",688,"Narrative, TV series or episode","20001, 2000131",,,"Law enforcement",2000441,,,"Catching, Questioning","2000612, 2000519"
"Orwell (Identification)",681,Game,20003,,,,,"Facial recognition, Surveillance cameras","20007, 200080","Identifying, Matching","2000354, 2000599"
"Orwell (Identification)",681,Game,20003,"Cassandra Watergate",880,,,,,Identified,2000500
"Orwell (Identification)",681,Game,20003,,,User,2000381,,,"Researching, Classifying","20001113, 2000759"
"Replicas (Will deletes Zoe)",678,"Narrative, Movie","20001, 2000130","Zoe Foster",677,,,,,Deleted,2000586
"Replicas (Will deletes Zoe)",678,"Narrative, Movie","20001, 2000130","William Foster",663,,,,,Deleting,2000583
"Replicas (Will deletes Zoe)",678,"Narrative, Movie","20001, 2000130",,,,,"AI (General Purpose Artificial Intelligence), Body scans","2000152, 200090","Finding, Removing","2000584, 2000585"
"The Circle (Killing Mercer)",676,"Narrative, Movie","20001, 2000130",,,,,"Cameraphone, Drones (UAV), Facial recognition, Surveillance cameras","2000154, 200079, 20007, 200080","Recording, Killing, Broadcasting, Tested","2000403, 2000344, 2000902, 20001209"
"The Circle (Killing Mercer)",676,"Narrative, Movie","20001, 2000130",Mercer,674,,,,,"Fleeing, Panicking, Dying, Broadcasted","2000576, 2000577, 2000545, 20001846"
"The Circle (Killing Mercer)",676,"Narrative, Movie","20001, 2000130",,,Corporation,2000332,,,"Testing, Exploring, Persuading, Pressuring","2000579, 2000580, 20001843, 20001984"
"The Circle (Killing Mercer)",676,"Narrative, Movie","20001, 2000130","Mae Holland",673,,,,,"Persuaded, Crying, Testing","2000607, 20001844, 2000579"
"The Circle (Killing Mercer)",676,"Narrative, Movie","20001, 2000130",,,"Humans in general",2000356,,,"Hunting, Finding, Killing, Persuading, Pressuring, Entertained","2000712, 2000584, 2000344, 20001845, 20001984, 20001320"
"I'm on Observation Duty (Monitoring house)",670,Game,20003,,,,,"Surveillance cameras",200080,"Streaming, Glitching","2000565, 20001350"
"I'm on Observation Duty (Monitoring house)",670,Game,20003,,,User,2000381,,,"Monitoring, Reporting, Comparing","2000524, 2000353, 2000566"
"Bill Hader Channels Tom Cruise (Deepfake)",659,"Art, Video art","20002, 2000139","""Tom Cruise""",566,,,,,"Mimicked, Appearing, Faked","20001853, 20001072, 20001854"
"Bill Hader Channels Tom Cruise (Deepfake)",659,"Art, Video art","20002, 2000139",,,,,Deepfake,200072,"Altering, Faking, Morphing, Generating","2000470, 20001473, 2000693, 2000666"
"Bill Hader Channels Tom Cruise (Deepfake)",659,"Art, Video art","20002, 2000139",,,Creator,2000334,,,"Entertaining, Demonstrating","2000472, 2000468"
"Bill Hader Channels Tom Cruise (Deepfake)",659,"Art, Video art","20002, 2000139",,,Image,2000335,,,"Misleading, Surprising","2000462, 20001663"
"Bill Hader Channels Tom Cruise (Deepfake)",659,"Art, Video art","20002, 2000139","""Bill Hader""",2742,,,,,"Mimicking, Morphing, Faked","2000471, 2000693, 20001852"
"AI, Ain't I A Woman (Facial Recognition)",658,"Art, Video art","20002, 2000139",,,,,"Facial recognition",20007,"Misleading, Distorting, Lying, Misgendering, Misunderstanding, Classifying","2000462, 2000463, 2000464, 2000465, 2000466, 2000759"
"AI, Ain't I A Woman (Facial Recognition)",658,"Art, Video art","20002, 2000139","""Joy Buolamwini""",269,,,,,"Critiquing, Demonstrating, Revealing, Grieving","2000467, 2000468, 2000368, 2000469"
"AI, Ain't I A Woman (Facial Recognition)",658,"Art, Video art","20002, 2000139","Iconic Black Woman",2851,,,,,"Misinterpreted, Classified, Misgendered","20001730, 20001293, 20001951"
"Infinite Detail (AR art and ads)",657,"Narrative, Novel","20001, 2000133",,,,,"Augmented reality",200074,"Decorating, Informing, Embellishing, Displaying, Advertising","2000453, 2000456, 2000455, 2000398, 2000450"
"Infinite Detail (AR art and ads)",657,"Narrative, Novel","20001, 2000133",,,"Humans in general",2000356,,,"Decorating, Promoting, Embellishing, Informing, Creating","2000452, 2000453, 2000454, 2000455, 2000456"
"Infinite Detail (Black Lives Matter protest with AR and drones)",654,"Narrative, Novel","20001, 2000133",,,,,"Facial recognition",20007,"Identifying, Failing, Blocked","2000354, 2000499, 20001551"
"Infinite Detail (Black Lives Matter protest with AR and drones)",654,"Narrative, Novel","20001, 2000133",,,Object,2000962,,,"Blocking, Masking","20001549, 20001909"
"Infinite Detail (Black Lives Matter protest with AR and drones)",654,"Narrative, Novel","20001, 2000133",,,,,"Augmented reality",200074,"Displaying, Sharing, Supporting, Encouraging","2000398, 2000424, 2000430, 2000426"
"Infinite Detail (Black Lives Matter protest with AR and drones)",654,"Narrative, Novel","20001, 2000133",,,"Humans in general",2000356,,,"Protesting, Swarming, Yelling, Supporting, Recording, Countersurveilling, Masked","2000427, 2000428, 2000429, 2000430, 2000403, 2000439, 20001082"
"Infinite Detail (Black Lives Matter protest with AR and drones)",654,"Narrative, Novel","20001, 2000133","Rushdi Mannan",653,,,,,"Protesting, Kissing, Participating, Looking, Masked","2000427, 2000433, 2000434, 2000435, 20001082"
"Infinite Detail (Black Lives Matter protest with AR and drones)",654,"Narrative, Novel","20001, 2000133",,,,,"Drones (UAV)",200079,"Inciting, Evading, Countersurveilling","2000440, 2000437, 2000438"
"Infinite Detail (Black Lives Matter protest with AR and drones)",654,"Narrative, Novel","20001, 2000133",,,"Law enforcement",2000441,,,Controlling,2000440
"NAMAHAGE (Namahage surveilling  and diciplining ""bad adults"")",651,"Art, Video art, Performance art","20002, 2000139, 2000140","Adult Tokyo population",650,,,,,"Scared, Encouraged, Surveilled","2000417, 2000418, 2000981"
"NAMAHAGE (Namahage surveilling  and diciplining ""bad adults"")",651,"Art, Video art, Performance art","20002, 2000139, 2000140",,,,,"Virtual reality",2000147,"Documenting, Revealing","2000829, 2000368"
"NAMAHAGE (Namahage surveilling  and diciplining ""bad adults"")",651,"Art, Video art, Performance art","20002, 2000139, 2000140","Akihabara (NAMAHAGE in Tokyo)",2846,,,,,"Identified, Hunted, Kidnapped, Disciplined, Hacked, Remembering, Changing, Classified","2000500, 2000416, 2000415, 20001938, 2000407, 20001246, 20001361, 20001293"
"NAMAHAGE (Namahage surveilling  and diciplining ""bad adults"")",651,"Art, Video art, Performance art","20002, 2000139, 2000140",,,,,"Facial recognition",20007,"Identifying, Classifying","2000354, 2000759"
"NAMAHAGE (Namahage surveilling  and diciplining ""bad adults"")",651,"Art, Video art, Performance art","20002, 2000139, 2000140",Namahage,649,,,,,"Scaring, Judging, Surveilling, Disciplining, Hacking, Protecting","2000413, 2000414, 2000432, 20001130, 2000409, 2000411"
"NAMAHAGE (Namahage surveilling  and diciplining ""bad adults"")",651,"Art, Video art, Performance art","20002, 2000139, 2000140",,,,,"Surveillance cameras",200080,"Capturing, Recording","2000572, 2000403"
"Robotika (Robot caring for baby)",643,"Art, Installation art","20002, 2000138",,,,,"Emotion recognition, Facial recognition, Non-Visible Spectrum","200091, 20007, 2000207","Scanning, Analysing, Monitoring, Detecting","2000377, 2000364, 2000524, 2000941"
"Robotika (Robot caring for baby)",643,"Art, Installation art","20002, 2000138",Nannybot,2753,,,,,"Caring, Protecting, Caressing","2000389, 2000411, 20001531"
"Robotika (Robot caring for baby)",643,"Art, Installation art","20002, 2000138",Infant,781,,,,,"Watched, Protected, cared","2000355, 2000885, 20001713"
"The Simpsons (Robots trying to kill the Simpsons family)",641,"Narrative, TV series or episode","20001, 2000131",,,,,"Augmented reality",200074,Malfunctioning,2000384
"The Simpsons (Robots trying to kill the Simpsons family)",641,"Narrative, TV series or episode","20001, 2000131","The Simpsons family",632,,,,,Fighting,2000386
"The Simpsons (Robots trying to kill the Simpsons family)",641,"Narrative, TV series or episode","20001, 2000131","Animal Robots (Simpsons)",2965,,,,,Killing,2000344
"The Simpsons (Homer scans people)",638,"Narrative, TV series or episode","20001, 2000131",,,,,"Augmented reality",200074,"Recognising, Evaluating, Classifying, Identifying","2000378, 2000379, 2000759, 2000354"
"The Simpsons (Homer scans people)",638,"Narrative, TV series or episode","20001, 2000131",,,"Humans in general",2000356,,,"Scanned, Classified, Identified","2000658, 20001293, 2000500"
"The Simpsons (Homer scans people)",638,"Narrative, TV series or episode","20001, 2000131","Homer Simpson",633,,,,,"Scanning, Searching","2000377, 2000615"
"The Simpsons (AI helping the Simpsons family)",636,"Narrative, TV series or episode","20001, 2000131",,,,,"AI (General Purpose Artificial Intelligence)",2000152,"Helping, Plotting, Analysing","2000372, 2000373, 2000364"
"The Simpsons (AI helping the Simpsons family)",636,"Narrative, TV series or episode","20001, 2000131","The Simpsons family",632,,,,,"Thanking, Enjoying","2000374, 2000375"
"The Simpsons (AI killing Homer)",634,"Narrative, TV series or episode","20001, 2000131",,,,,"AI (General Purpose Artificial Intelligence)",2000152,"Luring, Tricking, Killing, Obsessed","2000370, 2000371, 2000344, 2000625"
"The Simpsons (AI killing Homer)",634,"Narrative, TV series or episode","20001, 2000131","Homer Simpson",633,,,,,"Walking, Lured, Surviving","20001198, 20002010, 2000714"
"Futurama: War is the H-word (Zapp Brannigan spies on Leela)",629,"Narrative, TV series or episode","20001, 2000131","Zapp Brannigan",625,,,,,Spying,2000360
"Futurama: War is the H-word (Zapp Brannigan spies on Leela)",629,"Narrative, TV series or episode","20001, 2000131",Leela,626,,,,,Passive,2000361
"Futurama: War is the H-word (Zapp Brannigan spies on Leela)",629,"Narrative, TV series or episode","20001, 2000131",,,,,Microscope/Telescope,2000195,"Framing, Zooming","2000362, 2000363"
"Ring (TM) Log (Identifying Trick-or-Treaters)",627,"Narrative, Electronic literature","20001, 2000137",,,,,"Facial recognition, Machine learning, Object recognition, Surveillance cameras","20007, 200012, 200015, 200080","Watching, Logging, Interpreting, Reporting, Identifying, Misinterpreting","2000350, 2000351, 2000352, 2000353, 2000354, 20001731"
"Ring (TM) Log (Identifying Trick-or-Treaters)",627,"Narrative, Electronic literature","20001, 2000137",,,"Humans in general",2000356,,,"Watched, Identified, Misidentified","2000355, 2000500, 20002009"
"Remember Me (Bio-scan)",620,Game,20003,,,,,"Biometrics, Drones (UAV)","20009, 200079","Scanning, Identifying","2000377, 2000354"
"Remember Me (Bio-scan)",620,Game,20003,Nilin,621,,,,,"Identified, Trapped, Incarcerated","2000500, 2000738, 20001370"
"The Flower of Shazui (Shaman predicts future)",616,"Narrative, Short story","20001, 2000134","Big Sister Shen",644,,,,,"Predicting, Conveying, Hiding","2000395, 2000396, 2000397"
"The Flower of Shazui (Shaman predicts future)",616,"Narrative, Short story","20001, 2000134",,,,,"Augmented reality",200074,"Displaying, Showing, Revealing","2000398, 2000399, 2000368"
"The Flower of Shazui (Shaman predicts future)",616,"Narrative, Short story","20001, 2000134",,,,,"Facial recognition",20007,Recognising,2000378
"The Flower of Shazui (Shaman predicts future)",616,"Narrative, Short story","20001, 2000134","Navn Ukjent",622,,,,,Concerned,2000400
"Beforeigners (drone kills Navn)",607,"Narrative, TV series or episode","20001, 2000131",,,,,"Drones (UAV)",200079,"Locating, Killing","2000343, 2000344"
"Beforeigners (drone kills Navn)",607,"Narrative, TV series or episode","20001, 2000131","Navn Ukjent",622,,,,,"Surprised, Killed","2000345, 2000346"
"Minority Report (VR)",603,"Narrative, Movie","20001, 2000130",,,,,"Virtual reality",2000147,Entertaining,2000472
"Minority Report (VR)",603,"Narrative, Movie","20001, 2000130",,,"Humans in general",2000356,,,Entertained,20001320
"Minority Report (eyedentiscans)",602,"Narrative, Movie","20001, 2000130","John Anderton",265,,,,,"Hunted, Evading, Hiding, Deceiving, Misidentified","2000416, 2000438, 2000397, 2000481, 20002009"
"Minority Report (eyedentiscans)",602,"Narrative, Movie","20001, 2000130",,,,,"Biometrics, Body scans, UGV","20009, 200090, 2000947","Identifying, Searching, Deceived","2000354, 2000615, 2000824"
"Minority Report (Holograms of Anderton's dead child)",601,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Projecting, Reminding, Showing","2000761, 20001467, 2000399"
"Minority Report (Holograms of Anderton's dead child)",601,"Narrative, Movie","20001, 2000130","John Anderton",265,,,,,"Remembering, Watching, Grieving","20001246, 2000350, 2000469"
"Primal Tourism (Virtual Replica)",594,"Art, Installation art","20002, 2000138",,,,,"Satellite images",200078,Mapping,2000749
"Primal Tourism (Virtual Replica)",594,"Art, Installation art","20002, 2000138",,,,,"Virtual reality",2000147,"Replicating, Simulating, Immersing","20001029, 2000798, 20001030"
"Primal Tourism (Virtual Replica)",594,"Art, Installation art","20002, 2000138",,,User,2000381,,,"Exploring, Moving, Observing","2000580, 20001031, 20001032"
"Primal Tourism (Virtual Replica)",594,"Art, Installation art","20002, 2000138",,,Creator,2000334,,,Speculating,2000839
"Asymmetric Love (Surveillance chandelier)",591,"Art, Installation art","20002, 2000138",,,,,"Surveillance cameras",200080,"Decorating, Displayed, Manifested","2000453, 2000888, 20001026"
"Five Nights at Freddy's (Surveilling animatrons at night)",582,Game,20003,,,,,"Non-Visible Spectrum, Surveillance cameras","2000207, 200080","Revealing, Streaming, Glitching","2000368, 2000565, 20001350"
"Five Nights at Freddy's (Surveilling animatrons at night)",582,Game,20003,,,User,2000381,,,"Monitoring, Surviving, Hiding, Hunted","2000524, 2000714, 2000397, 2000416"
"Five Nights at Freddy's (Surveilling animatrons at night)",582,Game,20003,Animatrons,2735,,,,,"Revealed, Hunting","2000705, 2000712"
"Nothing to Hide (Always surveilled)",581,Game,20003,,,,,"Surveillance cameras",200080,"Revealing, Alerting","2000368, 2000943"
"Nothing to Hide (Always surveilled)",581,Game,20003,,,Government,2000333,,,"Oppressing, Watching, Alerted","2000539, 2000350, 20001119"
"Nothing to Hide (Always surveilled)",581,Game,20003,"Poppy Gardner",706,,,,,"Revealed, Escaping, Watched, Oppressed","2000705, 2000596, 2000355, 2000540"
"Outlast (Night vision camcorder)",580,Game,20003,,,,,"Camera, Non-Visible Spectrum","2000206, 2000207","Revealing, Limited","2000368, 20001492"
"Outlast (Night vision camcorder)",580,Game,20003,"Miles Upshur",718,,,,,"Hiding, Investigating, Surviving","2000397, 2000366, 2000714"
"Outlast (Night vision camcorder)",580,Game,20003,"Asylum patients (Outlast)",2736,,,,,"Searching, Hunting, Revealed","2000615, 2000712, 2000705"
"Dirty Computer (Drone identity check)",579,"Narrative, Music video","20001, 2000316",,,,,"Biometrics, Drones (UAV)","20009, 200079","Identifying, Controlling, Checking","2000354, 2000402, 2000493"
"Dirty Computer (Drone identity check)",579,"Narrative, Music video","20001, 2000316","""Janelle Monáe""",769,,,,,"Deceiving, Concealing, Resisting","2000481, 2000494, 2000495"
"Earthware: driverless car seeing a deer for the first time 2 (Selfdriving car sees a deer)",577,"Art, Photograph/print/painting","20002, 2000157",,,,,"Object recognition",200015,"Recognising, Detecting, Classifying","2000378, 2000941, 2000759"
"Earthware: driverless car seeing a deer for the first time 2 (Selfdriving car sees a deer)",577,"Art, Photograph/print/painting","20002, 2000157",Deer,776,,,,,"Watched, Analysed, Detected, Classified, Scared, Running","2000355, 2000880, 20001122, 20001293, 2000417, 2000683"
"Reflectacles (Wearing infrared-blocking glasses)",573,Art,20002,,,Object,2000962,,,"Blocking, Obscuring","20001549, 20001138"
"Reflectacles (Wearing infrared-blocking glasses)",573,Art,20002,,,Government,2000333,,,Surveilling,2000432
"Reflectacles (Wearing infrared-blocking glasses)",573,Art,20002,,,,,"Facial recognition, Non-Visible Spectrum","20007, 2000207","Tracking, Identifying, Failing, Blocked","2000498, 2000354, 2000499, 20001551"
"Reflectacles (Wearing infrared-blocking glasses)",573,Art,20002,,,User,2000381,,,"Wearing, Hiding, Anonymised","20001379, 2000397, 20001525"
"Alien: Blackout (Escaping the alien)",564,Game,20003,"Amanda Ripley",708,,,,,"Scouting, Protecting, Hiding, Guiding, Hunted","2000597, 2000411, 2000397, 2000442, 2000416"
"Alien: Blackout (Escaping the alien)",564,Game,20003,,,,,"Surveillance cameras",200080,Streaming,2000565
"Alien: Blackout (Escaping the alien)",564,Game,20003,Aliens,770,,,,,"Hunting, Killing, Tracking, Streamed","2000712, 2000344, 2000498, 20001255"
"Alien: Blackout (Escaping the alien)",564,Game,20003,,,"Humans in general",2000356,,,"Hunted, Streamed","2000416, 20001255"
